"NAM"	"DAT"	"PERIOD"	"ӘАОЖ(каталог бойынша)"	"LӘАОЖ(каталог бойынша)"	"ОЖА"	"LОЖА"	"VAL"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2018 г."	"201803"	"KARAGANDY REGION"	"0"	"Total"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"KARAGANDY REGION"	"0"	"Total"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"KARAGANDY REGION"	"0"	"Total"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"KARAGANDY REGION"	"0"	"Total"	"0"	"1.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"KARAGANDY REGION"	"0"	"Total"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"KARAGANDY REGION"	"0"	"Total"	"0"	"2.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2016 г."	"201603"	"KARAGANDY REGION"	"0"	"Total"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"KARAGANDY REGION"	"0"	"Total"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"KARAGANDY REGION"	"0"	"Total"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"KARAGANDY REGION"	"0"	"Total"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"KARAGANDY REGION"	"0"	"Total"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"KARAGANDY REGION"	"0"	"Total"	"0"	"2.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"KARAGANDY REGION"	"0"	"Total"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"KARAGANDY REGION"	"0"	"Total"	"0"	"2.0"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"KARAGANDY REGION"	"0"	"Total"	"0"	"3.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"KARAGANDY REGION"	"0"	"Total"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"KARAGANDY REGION"	"0"	"Total"	"0"	"2.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"KARAGANDY REGION"	"0"	"Total"	"0"	"3.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"KARAGANDY REGION"	"0"	"Total"	"0"	"3.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"KARAGANDY REGION"	"0"	"Total"	"0"	"3.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"KARAGANDY REGION"	"0"	"Total"	"0"	"3.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"KARAGANDY REGION"	"0"	"Total"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"KARAGANDY REGION"	"0"	"Total"	"0"	"2.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"KARAGANDY REGION"	"0"	"Total"	"0"	"2.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"KARAGANDY REGION"	"0"	"Total"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"KARAGANDY REGION"	"0"	"Total"	"0"	"3.0"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"KARAGANDY REGION"	"0"	"Total"	"0"	"3.3"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"KARAGANDY REGION"	"0"	"Total"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"KARAGANDY REGION"	"0"	"Total"	"0"	"2.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2011 г."	"201103"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2011 г."	"201106"	"AKMOLA REGION"	"0"	"Total"	"0"	"7.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2015 г."	"201503"	"AKMOLA REGION"	"0"	"Total"	"0"	"3.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2015 г."	"201506"	"AKMOLA REGION"	"0"	"Total"	"0"	"3.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2015 г."	"201509"	"AKMOLA REGION"	"0"	"Total"	"0"	"3.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2015 г."	"201512"	"AKMOLA REGION"	"0"	"Total"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2016 г."	"201606"	"AKMOLA REGION"	"0"	"Total"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2016 г."	"201609"	"AKMOLA REGION"	"0"	"Total"	"0"	"2.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2016 г."	"201612"	"AKMOLA REGION"	"0"	"Total"	"0"	"1.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2014 г."	"201403"	"AKMOLA REGION"	"0"	"Total"	"0"	"3.2"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2014 г."	"201406"	"AKMOLA REGION"	"0"	"Total"	"0"	"3.5"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2014 г."	"201412"	"AKMOLA REGION"	"0"	"Total"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2012 г."	"201203"	"AKMOLA REGION"	"0"	"Total"	"0"	"3.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2012 г."	"201206"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2012 г."	"201212"	"AKMOLA REGION"	"0"	"Total"	"0"	"2.9"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2013 г."	"201303"	"AKMOLA REGION"	"0"	"Total"	"0"	"3.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2013 г."	"201306"	"AKMOLA REGION"	"0"	"Total"	"0"	"4.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2012 г."	"201209"	"AKMOLA REGION"	"0"	"Total"	"0"	"4.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2013 г."	"201309"	"AKMOLA REGION"	"0"	"Total"	"0"	"3.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2013 г."	"201312"	"AKMOLA REGION"	"0"	"Total"	"0"	"2.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2014 г."	"201409"	"AKMOLA REGION"	"0"	"Total"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2011 г."	"201109"	"AKMOLA REGION"	"0"	"Total"	"0"	"7.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2011 г."	"201112"	"AKMOLA REGION"	"0"	"Total"	"0"	"3.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2017 г."	"201712"	"AKMOLA REGION"	"0"	"Total"	"0"	"1.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2018 г."	"201803"	"AKMOLA REGION"	"0"	"Total"	"0"	"4.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"AKMOLA REGION"	"0"	"Total"	"0"	"3.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"AKMOLA REGION"	"0"	"Total"	"0"	"4.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"AKMOLA REGION"	"0"	"Total"	"0"	"4.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2016 г."	"201603"	"AKMOLA REGION"	"0"	"Total"	"0"	"3.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"AKMOLA REGION"	"0"	"Total"	"0"	"3.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"AKMOLA REGION"	"0"	"Total"	"0"	"4.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"AKMOLA REGION"	"0"	"Total"	"0"	"6.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"AKMOLA REGION"	"0"	"Total"	"0"	"4.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.3"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"AKMOLA REGION"	"0"	"Total"	"0"	"6.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"AKMOLA REGION"	"0"	"Total"	"0"	"6.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"AKMOLA REGION"	"0"	"Total"	"0"	"4.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"AKMOLA REGION"	"0"	"Total"	"0"	"5.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"AKMOLA REGION"	"0"	"Total"	"0"	"4.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"AKMOLA REGION"	"0"	"Total"	"0"	"4.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2011 г."	"201106"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2011 г."	"201103"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2015 г."	"201503"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2015 г."	"201506"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2015 г."	"201509"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2015 г."	"201512"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2016 г."	"201606"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2016 г."	"201609"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2014 г."	"201403"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2014 г."	"201406"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2014 г."	"201412"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2012 г."	"201203"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.3"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2012 г."	"201206"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"1.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2012 г."	"201212"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2013 г."	"201303"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.2"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2013 г."	"201306"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2012 г."	"201209"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2013 г."	"201309"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.5"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2013 г."	"201312"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2014 г."	"201409"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.0"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2011 г."	"201109"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2011 г."	"201112"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2017 г."	"201712"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.9"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2018 г."	"201803"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"1.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"2.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"1.3"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"1.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"2.3"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2016 г."	"201603"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"0.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"KARAGANDY REGION"	"0"	"urban area"	"0"	"2.4"
